Id,course,RaceDate,RaceTime,Race,Type,Class,AgeLimit,runners,Distance,Yards,going,Limit,WinTime,Seconds,speed,others,pos1,position,TotalBtn,Unnamed: 20,distance,CardNo,horsename,Draw,price,Age,Stone,Lbs,WeightLBS,Favs,Aid,Trainer,Jockey,Allow,OR,Comments,Form,Days,CDB,Odds,Decimal,previous_position,days-since,difficulty
44789107,Hamilton,44789,0.59375,"#cleanstay At Hampton By Hilton ""Hands And Heels"" Apprentice Handicap (RE Initiative)",,6,3YO plus,5,1m 68y,1828,Soft,55,1m 50.30s,110.3,16.57298277,16.57,1,1,0,0,0,2,Retirement Beckons,2,1.25,7,9,9,135,Fav,,Miss L A Perratt,Mark Winn,,52,"tracked leader, nudged along 3f out, ridden to challenge 2f out, stayed on well to lead final furlong",621321,10,CD,45517,1.625,1,10,32
44789105,Chelmsford City,44789,0.8125,Join Our Bet Club At Vickers.Bet Handicap,,4,3YO only,7,1m 6f,3080,Standard (AW - Polytrack),85,2m 59.21s,179.21,17.18654093,17.16,3,3,2.45,2,4.9,2,Sooghan,7,2.25,3,9,5,131,2Fav,,S & E Crisford,James Doyle,,81,"steadied start, held up in rear, ridden and switched right over 1f outstayed on well inside final furlong, no chance with winner",3551,18,,45391,2.25,1,18,61
44789112,Hamilton,44789,0.697916667,Paycare Saving You Money Everyday Healthcare Scottish Trophy Handicap,,3,3YO plus,9,1m 1f 35y,2015,Soft,90,1m 59.53s,119.53,16.85769263,16.81,3,3,2.5,3,5,5,Tilsitt (FR),1,18,5,9,5,131,,t Â Â p,R Michael Smith,Andrew Breslin,3,82,"raced keenly and prominent, driven along to chase leader 2f out, stayed on same pace final furlong",441431,22,,45337,7.5,1,22,32
44789103,Chelmsford City,44789,0.763888889,Follow Vickers.Bet On Facebook And Twitter Handicap,,5,4YO plus,6,6f,1320,Standard (AW - Polytrack),70,1m 10.70s,70.7,18.67043847,18.64,2,2,1,1,2,6,Twilight Secret,4,3.333333333,4,9,4,130,2Fav,b,Grant Tuer,S H James,,65,"took keen hold, pressed leader for over 2f, stayed prominent, ridden and edged right over 1f out, chased winner 1f out, kept on",80951,4,D,45296,5,1,4,61
44789112,Hamilton,44789,0.697916667,Paycare Saving You Money Everyday Healthcare Scottish Trophy Handicap,,3,3YO plus,9,1m 1f 35y,2015,Soft,90,1m 59.53s,119.53,16.85769263,16.68,9,9,9.75,10,19.5,8,Wilkins,11,7.5,3,9,4,130,,,W J Haggas,Tom Marquand,,85,"pulled hard and led, nudged along 4f out, headed 2f out, weakened final furlong",3-231,23,,45296,5,1,23,32
44789119,Kempton,44789,0.666666667,Try Our New Price Boosts At Unibet Handicap (London Sprint Series Qualifier),,4,3YO plus,10,6f,1320,Standard / Slow (AW - Polytrack),85,1m 11.61s,71.61,18.43317972,18.43,1,1,0,0,0,6,Willem Twee,4,0.833333333,3,9,10,136,Fav,,J R Fanshawe,Daniel Muscutt,,84,"mid-division, going well upsides leaders approaching final furlong, soon led, ran on well, easily",4211,26,D,45294,3,1,26,27
44790118,Worcester,44790,0.777777778,Get Pulling With PJ Nicholls Ssangyong Handicap Hurdle,h,4,4YO plus,8,2m 4f,4400,Good,120,4m 52.90s,292.9,15.02219187,15.02,2,2,0.2,0,0.4,2,Accidental Rebel,,1.25,8,11,13,167,Fav,t,F OBrien,P J Brennan,,119,"chased leaders, challenged 7th, soon led, hanging left from before 3 out, wandered after 2 out, headed close home",35P-111,22,CD,45295,4,1,22,40
44790124,York,44790,0.625,Sky Bet Great Voltigeur Stakes (Group 2) (Colts & Geldings),,1,3YO only,6,1m 3f 188y,2608,Good (Good to Firm in places),,2m 32.63s,152.63,17.08707331,16.92,6,6,11.5,12,23,1,Aikhal,1,3.333333333,3,9,2,128,,,A P OBrien,R L Moore,,111,"soon led, headed 3f out, weakened over 2f out",2144-01,53,,45329,3.5,1,53,12
44790125,York,44790,0.649305556,Juddmonte International Stakes (British Champions Series) (Group 1),,1,3YO plus,6,1m 2f 56y,2256,Good (Good to Firm in places),,2m 9.30s,129.3,17.44779582,17.45,1,1,0,0,0,2,Baaeed,6,0.4,4,9,8,134,Fav,,W J Haggas,Jim Crowley,,128,"held up towards rear, headway going strongly over 3f out, went 2nd over 2f out, led over 1f out, clear inside final furlong, impressive",111-111,21,,45539,0.444444444,1,21,12
44790120,Worcester,44790,0.819444444,Cazoo Handicap Hurdle (Div 1),h,5,4YO plus,9,2m 7f,5060,Good,105,5m 40.30s,340.3,14.86923303,14.81,5,5,10.5,11,21,4,Bagan,,2.75,8,11,2,156,Fav,,J W Mullins,Daniel Sansom,3,96,"held up in rear, hampered 6th, headway from after 9th, one pace and no impression 2 out",3-363U1,27,CD,45391,2.25,1,27,40
44790116,Worcester,44790,0.730555556,Herefordshire And Worcestershire Chamber Of Commerce Handicap Chase (GBB Race),c,2,4YO plus,9,2m 7f,5060,Good,,5m 44.10s,344.1,14.70502761,14.62,4,4,15.02,15,30.04,5,Bbold,,12,8,11,4,158,,b1,Dr R D P Newland,Charlie Hammond,,128,"held up towards rear, not fluent 5th, pushed along after 12th, headway 4 out, pecked 2 out, no extra",73/215-1,91,D,45295,4,1,91,40
44790122,York,44790,0.576388889,Sky Bet And Symphony Group Handicap (Heritage Handicap),,2,3YO plus,22,5f 89y,1189,Good (Good to Firm in places),,1m 4.78s,64.78,18.35443038,18.35,1,1,0,0,0,18,Bergerac,2,22,4,8,12,124,,b,K A Ryan,T Eaves,,93,"made most until driven and headed 1f out, rallied inside final furlong, led again close home",80321,12,C,45311,20,1,12,12
44790128,York,44790,0.722222222,Sky Bet Nursery Handicap,,2,2YO only,18,6f,1320,Good (Good to Firm in places),,1m 12.90s,72.9,18.10699588,17.95,8,8,4.8,5,9.6,15,Braveheart Boy,19,12,2,8,9,121,,,T D Easterby,D Allan,,81,"mid-division, headway under pressure over 2f out, headway between horses over 1f out, ran on same pace",261,33,D,45303,12,1,33,12
44790123,York,44790,0.600694444,Tattersalls Acomb Stakes (Group 3),,1,2YO only,9,7f,1540,Good (Good to Firm in places),,1m 25.95s,85.95,17.91739383,17.92,1,1,0,0,0,1,Chaldean,9,3.5,2,9,3,129,2Fav,,A M Balding,R L Moore,,,"prominent, led over 3f out, driven and headed 1f out, led again inside final furlong, stayed on well",51,33,D,45297,6,1,33,12
44790115,Worcester,44790,0.708333333,Scaffolding MDS Handicap Chase,c,4,4YO plus,4,2m 110y,3630,Good,110,3m 59.90s,239.9,15.13130471,15.01,3,3,14.5,15,29,6,Chess Player,,0.833333333,7,11,2,156,Fav,,Ben Pauling,Kielan Woods,,102,"last pair, slow 5th and 6th, not fluent 7th, no impression from 4 out, mistake and well beaten 2 out",F2-6221,22,CD,45517,1.625,1,22,40
44790123,York,44790,0.600694444,Tattersalls Acomb Stakes (Group 3),,1,2YO only,9,7f,1540,Good (Good to Firm in places),,1m 25.95s,85.95,17.91739383,17.67,8,8,9.1,9,18.2,2,Chillhi,4,50,2,9,3,129,,,B Ellison,Ben Robinson,,,"disputed lead early, chased leaders, driven and lost place over 2f out",61,25,D,45303,12,1,25,12
44790127,York,44790,0.697916667,Celebrate ITM's 200th IRE Voucher Winner Fillies' Handicap,,2,3YO plus,17,5f,1100,Good (Good to Firm in places),105,0m 58.59s,58.59,18.7745349,18.63,4,4,3.4,3,6.8,5,Cuban Breeze,9,5.5,4,9,4,130,2Fav,v,P D Evans,R L Moore,,89,"chased leaders, ridden over 2f out, kept on and went fourth inside final furlong",519121,16,D,45299,8,1,16,12
44790112,Wolverhampton,44790,0.666666667,At The Races App Market Movers Handicap,,6,4YO plus,11,1m 142y,1902,Standard (AW - Tapeta),65,1m 48.92s,108.92,17.46235769,17.29,10,10,7.95,8,15.9,12,Dew You Believe,8,4,4,8,13,125,2Fav,p,M Appleby,Theodore Ladd,,54,"midfield, took keen hold to chase leaders, driven over 2f out, weakened final furlong",444061,19,CD,45294,3,1,19,51
44790121,Worcester,44790,0.840277778,Cazoo Handicap Hurdle (Div 2),h,5,4YO plus,8,2m 7f,5060,Good,105,5m 47.10s,347.1,14.57793143,14.53,9,9,,9,18,2,Envol De La Cour (FR),,3,8,11,10,164,2Fav,t Â Â h,M Scudamore,Luca Morgan,3,103,fell 1st,3445-71,58,,45294,3,1,58,40
44790118,Worcester,44790,0.777777778,Get Pulling With PJ Nicholls Ssangyong Handicap Hurdle,h,4,4YO plus,8,2m 4f,4400,Good,120,4m 52.90s,292.9,15.02219187,14.91,4,4,16.2,16,32.4,1,Fat Sam,,5.5,8,12,1,169,,h,C J Down,J M Davies,,121,"chased leaders, ridden before 3 out, weakened next",14-5121,37,D,45294,3,1,37,40
44790123,York,44790,0.600694444,Tattersalls Acomb Stakes (Group 3),,1,2YO only,9,7f,1540,Good (Good to Firm in places),,1m 25.95s,85.95,17.91739383,17.67,7,7,8.95,9,17.9,3,Feel The Need,3,50,2,9,3,129,,,D OMeara,D Tudhope,,,"in rear, outpaced over 2f out, no impression",41,30,D,45307,16,1,30,12
44790129,Sligo (IRE),44790,0.725694444,Ballymote Mares Maiden Hurdle,h,,4YO plus,11,2m 1f 110y,3850,Good to Yielding (( Good In Places)),,4m 17.10s,257.1,14.97471801,14.82,7,7,19.5,20,39,2,Get Me To The Park,,2.25,5,11,7,161,2Fav,,W P Mullins,S F OKeeffe,,,"prominent early under keen hold, slightly impeded 1st, soon settled behind leaders and 5th halfway, not fluent 4 out and lost place, some progress on outer before 2 out where again not fluent, soon pushed along and no impression from before last",1,89,D,45515,1.375,1,89,53
44790123,York,44790,0.600694444,Tattersalls Acomb Stakes (Group 3),,1,2YO only,9,7f,1540,Good (Good to Firm in places),,1m 25.95s,85.95,17.91739383,17.68,6,6,8.75,9,17.5,4,Hectic,8,14,2,9,3,129,,,R Hannon,P J Dobbs,,,"mid-division, brief effort over 2f out, lost place over 1f out",1,32,,45298,7,1,32,12
44790132,Sligo (IRE),44790,0.791666667,Sligo Chamber Of Commerce & Industry Handicap Hurdle,h,,4YO plus,13,2m 4f 141y,4541,Good to Yielding (( Good In Places)),102,5m 4.20s,304.2,14.92767916,14.93,1,1,0,0,0,5,Hes Leading Me On,,2.25,5,11,11,165,Fav,t,L Young,S W Flanagan,,97,"mid-division and 7th halfway, good progress into 3rd from 3 out and improved to dispute lead next, soon led and pushed clear before last, ridden and kept on well run-in, reduced advantage close home",322221,6,D,45389,1.75,1,6,53
44790111,Wolverhampton,44790,0.642361111,Follow @attheraces On Twitter Handicap,,5,3YO plus,10,1m 1f 104y,2084,Standard (AW - Tapeta),75,1m 59.69s,119.69,17.41164675,17.36,5,5,2.9,3,5.8,8,Hot Team,8,8.5,6,8,10,122,,v,P Morris,Harry Davies,5,60,"midfield, some headway to chase leaders 5f out, raced wide and driven 3f out, one pace final furlong",777311,5,D,45391,2.25,1,5,51
44790123,York,44790,0.600694444,Tattersalls Acomb Stakes (Group 3),,1,2YO only,9,7f,1540,Good (Good to Firm in places),,1m 25.95s,85.95,17.91739383,17.9,2,2,0.5,1,1,5,Indestructible,7,8,2,9,3,129,,,M OCallaghan,Rossa Ryan,,,"disputed lead early, prominent, went 2nd and switched right inside 2f out, led 1f out, headed inside final furlong, held towards finish",51,23,,45296,5,1,23,12
44790127,York,44790,0.697916667,Celebrate ITM's 200th IRE Voucher Winner Fillies' Handicap,,2,3YO plus,17,5f,1100,Good (Good to Firm in places),105,0m 58.59s,58.59,18.7745349,18.47,12,12,7.32,7,14.64,15,International Girl,2,9,4,8,9,121,,,R A Fahey,Cam Hardie,,80,"chased leaders, ridden and weakened over 2f out",52-0971,26,D C,45299,8,1,26,12
44790102,Musselburgh,44790,0.611111111,Bet At racingtv.com Nursery Handicap,,6,2YO only,5,1m 2y,1762,Good (Good to Soft in places),65,1m 43.23s,103.23,17.06868158,17.07,1,1,0,0,0,4,Leading Company,5,0.727272727,2,9,6,132,Fav,b,J J Quinn,Jason Hart,,61,"held up in 4th, ridden over 3f out, steady headway on outside 2f out, led 1f out, soon clear and edged right on to rail, stayed on",605411,6,,45517,1.625,1,6,5
44790123,York,44790,0.600694444,Tattersalls Acomb Stakes (Group 3),,1,2YO only,9,7f,1540,Good (Good to Firm in places),,1m 25.95s,85.95,17.91739383,17.74,5,5,6.5,7,13,6,Local Dynasty,6,2.5,2,9,3,129,Fav,,C Appleby,W Buick,,,"in rear, shaken up 3f out, ridden 2f out, went 5th inside final furlong, never involved",1,12,D,45391,2.25,1,12,12
44790122,York,44790,0.576388889,Sky Bet And Symphony Group Handicap (Heritage Handicap),,2,3YO plus,22,5f 89y,1189,Good (Good to Firm in places),,1m 4.78s,64.78,18.35443038,17.8,21,21,15,15,30,16,Look Out Louis,3,14,6,8,9,121,,p,Miss J A Camacho,Ryan Sexton,5,95,"chased leaders, driven over 2f out, lost place over 1f out",132101,32,D,45305,14,1,32,12
44790104,Musselburgh,44790,0.659722222,Every Race Live On Racing TV Handicap,,3,3YO plus,7,7f 33y,1573,Good,88,1m 27.28s,87.28,18.02245646,18.02,1,1,0,0,0,7,Manigordo (USA),3,6.5,5,9,1,127,,t Â Â p,T D Easterby,Jason Hart,,75,"mid-division, pushed along and headway 2f out, led 1f out, ran on well, won going away",837351,12,CD,45296,5,1,12,5
44790126,York,44790,0.673611111,Sky Bet Stayers Handicap (Heritage Handicap),,2,3YO plus,12,2m 56y,3576,Good (Good to Firm in places),,3m 35.93s,215.93,16.56092252,16.47,9,9,8.62,9,17.24,4,Master Milliner,5,5.5,6,9,1,127,,,Miss E C Lavelle,S M Levey,,98,"restrained in midfield, pushed along over 5f out, never a factor",1-52011,19,CD,45296,5,1,19,12
44790114,Worcester,44790,0.686805556,Dream Financial Services At Worcester Handicap Chase,c,5,4YO plus,11,2m 4f,4400,Good,105,4m 53.18s,293.18,15.00784501,14.99,2,2,3.25,3,6.5,6,Midnight Jewel,,2.25,6,11,3,157,Fav,,C E Longsdon,Lilly Pinchin,3,97,"prominent, travelled well in 2nd approaching 4 out, led before 3 out and pushed along, ridden along after 2 out, narrow lead approaching last, lost lead flat, not pace of winner close home",14112-1,34,D C,45297,6,1,34,40
44790128,York,44790,0.722222222,Sky Bet Nursery Handicap,,2,2YO only,18,6f,1320,Good (Good to Firm in places),,1m 12.90s,72.9,18.10699588,17.83,13,13,8.5,9,17,16,Mrs U S A,2,4,2,8,9,121,2Fav,,George Boughey,W Buick,,81,"close up, driven along over 2f out, switched right and hampered over 1f out, not recover",221,28,,45335,6.5,1,28,12
44790117,Worcester,44790,0.753472222,Cazoo Novices' Hurdle (Arc Summer Novices' Brush Hurdle Series Qualifier) (GBB),h,4,4YO plus,6,2m,3520,Good,,3m 48.20s,228.2,15.42506573,15.38,2,2,4.5,5,9,1,Nibras Gold,,4,4,11,4,158,2Fav,t,D Pipe,David Noonan,,111,"raced keenly, led until 1st, led 5th, headed 2 out, no impression on winner flat",21,56,CD,45295,4,1,56,40
44790112,Wolverhampton,44790,0.666666667,At The Races App Market Movers Handicap,,6,4YO plus,11,1m 142y,1902,Standard (AW - Tapeta),65,1m 48.92s,108.92,17.46235769,17.46,1,1,0,0,0,6,One Step Beyond,10,8,5,9,2,128,,b,R Ingram,Rhiain Ingram,3,60,"midfield, driven 2f out, led inside final furlong, stayed on strongly",811051,18,C,45297,6,1,18,51
44790123,York,44790,0.600694444,Tattersalls Acomb Stakes (Group 3),,1,2YO only,9,7f,1540,Good (Good to Firm in places),,1m 25.95s,85.95,17.91739383,17.81,3,3,3.75,4,7.5,8,Oviedo,1,7,2,9,3,129,,,Ed Bethell,Kevin Stott,,,"mid-division, headway 2f out, not much room briefly and switched right over 1f out, kept on, went 3rd well inside final furlong",1,27,D,45305,14,1,27,12
44790127,York,44790,0.697916667,Celebrate ITM's 200th IRE Voucher Winner Fillies' Handicap,,2,3YO plus,17,5f,1100,Good (Good to Firm in places),105,0m 58.59s,58.59,18.7745349,18.67,2,2,2.5,3,5,14,Pink Crystal,11,4.5,3,8,11,123,Fav,,W J Haggas,Tom Marquand,,84,"towards rear, ridden over 2f out, smooth headway inside final furlong, kept on strongly and went second post",22-1311,12,,45331,4.5,1,12,12
44790118,Worcester,44790,0.777777778,Get Pulling With PJ Nicholls Ssangyong Handicap Hurdle,h,4,4YO plus,8,2m 4f,4400,Good,120,4m 52.90s,292.9,15.02219187,14.95,3,3,11.2,11,22.4,9,Presenting Pete,,1.875,5,10,13,153,2Fav,,J Mackie,Peter Kavanagh,5,110,"took keen hold, mid-division on outside, closed 2nd, led next, headed 7th, lost 2nd last, no extra flat",5552-11,36,D,45296,5,1,36,40
44790114,Worcester,44790,0.686805556,Dream Financial Services At Worcester Handicap Chase,c,5,4YO plus,11,2m 4f,4400,Good,105,4m 53.18s,293.18,15.00784501,14.88,3,3,18.25,18,36.5,7,Princess Midnight,,3,8,11,3,157,2Fav,t,Joe Tizzard,Brendan Powell,,94,"soon led, every chance approaching 4 out in lead, soon lost lead after 4 out, ridden along, one pace thereafter",43-F411,34,CD,45519,1.875,1,34,40
44790108,Wolverhampton,44790,0.569444444,Cazoo Novice Stakes (GBB Race),,5,2YO only,11,5f 21y,1121,Standard (AW - Tapeta),,1m 0.98s,60.98,18.38307642,18.23,2,2,3.75,4,7.5,1,Princeville,5,0.5,2,9,6,132,Fav,,C Appleby,Harry Davies,5,,"prominent, pushed along 2f out, kept on one pace",21,35,D,45447,0.666666667,1,35,51
44790128,York,44790,0.722222222,Sky Bet Nursery Handicap,,2,2YO only,18,6f,1320,Good (Good to Firm in places),,1m 12.90s,72.9,18.10699588,18.03,5,5,2.3,2,4.6,9,Ramazan,10,6.5,2,8,12,124,,,R A Fahey,O J Orr,,84,"chased leaders, raced keenly, headway over 2f out, pushed along over 1f out, disputed lead final furlong, soon headed, ran on well",4101,46,D,45297,6,1,46,12
44790127,York,44790,0.697916667,Celebrate ITM's 200th IRE Voucher Winner Fillies' Handicap,,2,3YO plus,17,5f,1100,Good (Good to Firm in places),105,0m 58.59s,58.59,18.7745349,18.66,3,3,2.65,3,5.3,6,Sandbeck,17,9,3,9,4,130,,,Ed Bethell,Jack Mitchell,,91,"towards rear ridden over 2f out, pushed along inside final furlong, kept on but lost second post",18-1511,47,D,45298,7,1,47,12
44790124,York,44790,0.625,Sky Bet Great Voltigeur Stakes (Group 2) (Colts & Geldings),,1,3YO only,6,1m 3f 188y,2608,Good (Good to Firm in places),,2m 32.63s,152.63,17.08707331,17.05,2,2,2.75,3,5.5,5,Secret State,6,3,3,9,2,128,2Fav,,C Appleby,W Buick,,107,"slowly away, held up in rear, headway on outside over 3f out, went 2nd well inside final furlong, no impression on winner",21111,21,D,45517,1.625,1,21,12
44790128,York,44790,0.722222222,Sky Bet Nursery Handicap,,2,2YO only,18,6f,1320,Good (Good to Firm in places),,1m 12.90s,72.9,18.10699588,17.89,11,11,6.5,7,13,10,Shandy Star,15,28,2,8,12,124,,,R G Fell,C Lee,,84,"midfield, headway over 3f out, driven along over 2f out, ran on final furlong, no match for winner",27151,18,D,45305,14,1,18,12
44790123,York,44790,0.600694444,Tattersalls Acomb Stakes (Group 3),,1,2YO only,9,7f,1540,Good (Good to Firm in places),,1m 25.95s,85.95,17.91739383,17.61,9,9,11.35,11,22.7,9,Shaquille,5,11,2,9,3,129,,,Miss J A Camacho,S M Levey,,,"pulled hard, soon led, headed over 3f out, weakened from 2f out",1,26,CD,45316,25,1,26,12
44790121,Worcester,44790,0.840277778,Cazoo Handicap Hurdle (Div 2),h,5,4YO plus,8,2m 7f,5060,Good,105,5m 47.10s,347.1,14.57793143,14.58,1,1,0,0,0,5,Sheila Nash,,1.625,7,11,4,158,Fav,,H Whittington,D A Jacob,,94,"led until 3rd, led 5th, headed after next, led 7th, headed 3 out, led and reached at 3 out, clear flat, easily",05P3-31,22,CD,45393,2.75,1,22,40
44790125,York,44790,0.649305556,Juddmonte International Stakes (British Champions Series) (Group 1),,1,3YO plus,6,1m 2f 56y,2256,Good (Good to Firm in places),,2m 9.30s,129.3,17.44779582,17.29,3,3,9,9,18,6,Sir Busker,1,100,6,9,8,134,,v,W J Knight,B A Curtis,,115,"slowly away, in rear, kept on from over 1f out, went 3rd inside final furlong, no impression",452551,25,CD,50/1,50,1,25,12
44790110,Wolverhampton,44790,0.618055556,Download The At The Races App Handicap,,5,3YO plus,4,6f 20y,1340,Standard (AW - Tapeta),75,1m 13.53s,73.53,18.22385421,18.22,2,2,0.2,0,0.4,5,Sir Gregory (FR),3,1.375,4,9,5,131,Fav,p,M Appleby,Theodore Ladd,,66,"bumped start, outpaced in rear, pushed along and headway to chase leaders over 1f out, stayed on inside final furlong",394431,15,D,45576,1.1,1,15,51
44790103,Musselburgh,44790,0.635416667,Racing TV Profits Returned To Racing Handicap,,6,3YO plus,5,5f 1y,1101,Good (Good to Soft in places),65,0m 59.90s,59.9,18.38063439,18.35,2,2,0.75,1,1.5,1,Sixcor,5,2.25,4,9,9,135,JFav,p,Miss L A Perratt,Harry Russell,3,62,"close up, ridden and chased leader over 1f out, held inside last",244341,11,D,45294,3,1,11,5
44790106,Musselburgh,44790,0.705555556,Racing TV Profits Returned To Racing Handicap,,6,3YO plus,8,1m 4f 104y,2744,Good,65,2m 44.35s,164.35,16.69607545,16.7,1,1,0,0,0,5,Sophiesticate,5,3.2,3,9,9,135,2Fav,,J S Goldie,P Mulrennan,,65,"prominent, eased into lead over 2f out, soon pushed along, drifted right inside last, stayed on well, comfortably",335221,13,,45293,2,1,13,5
44790128,York,44790,0.722222222,Sky Bet Nursery Handicap,,2,2YO only,18,6f,1320,Good (Good to Firm in places),,1m 12.90s,72.9,18.10699588,18.11,1,1,0,0,0,5,Streets Of Gold,5,3.5,2,9,6,132,Fav,,Eve Johnson Houghton,Charles Bishop,,92,"slowly into stride, in touch, pushed along over 2f out, headway between horses over 1f out, ran on strongly, got up near finish, cosily",11,26,D,45298,7,1,26,12
44791133,York,44791,0.722222222,British Stallion Studs EBF Fillies' Handicap,,2,3YO plus,14,7f,1540,Good (Good to Firm in places),,1m 23.06s,83.06,18.54081387,18.54,1,1,0,0,0,6,Adaay In Asia,10,11,3,9,1,127,,,H J L Dunlop,D E Hogan,,94,"held up in rear of mid-division, shaken up waiting for room 2f out, soon every chance, switched left and good headway in between horses over 1f out, ridden to lead entering final furlong, kept on well",533111,12,,45298,7,1,12,12
44791102,Chepstow,44791,0.59375,Download The Vickers.Bet App Fillies' Handicap,,5,3YO plus,3,1m 14y,1774,Good (Good to Firm in places),75,1m 35.26s,95.26,18.62271678,18.55,2,2,2.75,3,5.5,4,Alyara,1,0.615384615,4,9,1,127,Fav,,J L Flint,Aidan Keeley,5,65,"tracked front pair, pushed along and went 2nd 2f out, ridden 1f out and no impression, well held by winner",540531,8,D,45327,2.5,1,8,46
44791138,Killarney (IRE),44791,0.774305556,GAIN The Advantage Series Handicap (Div 2),,,3YO plus,15,1m 30y,1790,Yielding (Yielding to Soft in places),70,1m 43.86s,103.86,17.23473907,16.97,13,13,12.2,12,24.4,13,Angels Trumpet,12,7,5,9,4,130,,b,Peter Fahey,B M Coen,,58,"mid-division, 8th and pushed along over 2f out, soon ridden and no impression over 1f out, no extra final furlong",0-00011,67,CD,45331,4.5,1,67,4
44791140,Killarney (IRE),44791,0.815972222,Killarney Race Goers Club Apprentice Handicap,,,3YO plus,10,1m 6f 40y,3120,Yielding (Yielding to Soft in places),,3m 13.54s,193.54,16.12069856,16.12,2,2,0.5,1,1,8,Barometer,9,1.75,7,9,1,127,Fav,,J J Murphy,S T McCullagh,,62,"tracked leaders, 2nd halfway, travelled well and led briefly early straight, soon pushed along, ridden and led again over 1f out, kept on inside final furlong, headed close home",8-73221,5,,45329,3.5,1,5,4
44791136,Killarney (IRE),44791,0.732638889,GMIB Vincent O'Brien Ruby Stakes (Listed Race),,1,3YO plus,12,1m 30y,1790,Yielding (Yielding to Soft in places),,1m 42.93s,102.93,17.39045954,16.94,12,12,20.5,21,41,6,Benitoite,4,9,3,8,12,124,,,Mrs J Harrington,C P Hoban,,,"mid-division, 5th halfway, ridden early straight and dropped towards rear over 1f out, eased final 150 yards",45293,33,D,45299,8,1,33,4
44791101,Chepstow,44791,0.569444444,Trade Centre Group Handicap,,6,3YO only,6,1m 14y,1774,Good (Good to Firm in places),65,1m 35.73s,95.73,18.53128591,18.49,3,3,1.7,2,3.4,3,Clipsham Gold,2,1.375,3,9,6,132,Fav,,Kevin Philippart De Foy,Hollie Doyle,,62,"chased leaders, headway to press leader 3f out, pushed along and led over 1f out, ridden, edged left and headed final 110 yards, no extra",0-32511,22,D,45519,1.875,1,22,46
44791132,York,44791,0.697916667,Or8Wellness EBF Stallions Nursery Handicap,,2,2YO only,14,7f,1540,Good (Good to Firm in places),,1m 24.60s,84.6,18.20330969,18.15,3,3,1.75,2,3.5,1,Courageous Knight,6,5,2,9,9,135,2Fav,p,C Appleby,James Doyle,,93,"slowly into stride and held up in rear, ridden and headway over 1f out, soon every chance, ran on inside final furlong, not pace to challenge",4221,35,D,45301,10,1,35,12
44791127,York,44791,0.576388889,Sky Bet Lowther Stakes (Group 2) (Fillies) (IRE Incentive Race),,1,2YO only,13,6f,1320,Good (Good to Firm in places),,1m 10.80s,70.8,18.6440678,18.54,5,5,3.1,3,6.2,1,Dramatised,1,1,2,9,5,131,Fav,,K R Burke,D Tudhope,,110,"took keen hold, led, ridden over 1f out, weakened when headed inside final furlong",11,64,,45292,1,1,64,12
44791124,Stratford,44791,0.635416667,Walls & Ceilings International Ltd Handicap Hurdle,h,5,3YO plus,11,2m 70y,3590,Good,100,3m 50.50s,230.5,15.57483731,15.43,5,5,16.5,17,33,3,Durragh,,4.5,5,11,10,164,,,D McCain Jnr,B S Hughes,,96,"towards rear, jumped left 2nd,headway 3 out, ridden and chased leaders after 2 out, outpaced approaching last, weakened run in",1-12431,25,D,45294,3,1,25,36
44791105,Chepstow,44791,0.666666667,Follow Vickers.Bet On Facebook And Twitter Handicap,,6,3YO plus,15,6f 16y,1336,Good (Good to Firm in places),55,1m 11.04s,71.04,18.80630631,18.62,9,9,5.4,5,10.8,8,Dylans Ruby,4,10,5,8,11,123,,,A W Carroll,Mollie Phillips,5,47,"dwelt, soon chased leaders, pushed along over 2f out, held when not clear run inside last",80971,44,D,45297,6,1,44,46
44791120,Stratford,44791,0.541666667,Wildix Way Novices' Handicap Hurdle,h,5,4YO plus,5,2m 2f 148y,4108,Good,100,4m 31.40s,271.4,15.13633014,15.14,1,1,0,0,0,5,Eagles Realm,,1.1,4,11,6,160,Fav,t,F OBrien,Kielan Woods,,96,"always going well,tracked leaders, pressed leader and went clear after 2, led and went clear approaching last, jumped right last,very easily",358-1,39,CD,45388,1.5,1,39,36
44791113,Fontwell,44791,0.829861111,V2 Radio Drive Time With Crouchie Mares' Handicap Hurdle,h,5,3YO plus,6,2m 1f 162y,3902,Good (Good to Firm in places),105,4m 22.37s,262.37,14.87212715,14.86,2,2,1,1,2,1,Fire Lake,,1.375,5,11,8,162,Fav,h,M F Harris,Bradley Harris,7,106,"held up in rear, effort and headway 2 out, switched right and ridden in 3rd before last, ran on run-in and closing at finish",5855-11,24,D,45515,1.375,1,24,43
44791138,Killarney (IRE),44791,0.774305556,GAIN The Advantage Series Handicap (Div 2),,,3YO plus,15,1m 30y,1790,Yielding (Yielding to Soft in places),70,1m 43.86s,103.86,17.23473907,16.74,14,14,23.2,23,46.4,1,Ghumama,8,8,4,10,1,141,,t,Denis Hogan,J M Sheridan,3,72,"tracked leaders early, short of room and lost place after 2f, towards rear halfway, ridden and no impression early straight, soon no extra, eased final furlong",3538-01,3,,45297,6,1,3,4
